N,pi_value,error_value,time
10,3.2000000000000002,0.0584073,0.007766246795654297
100,3.2799999999999998,0.138407,0.009175777435302734
1000,3.2280000000000002,0.0864073,0.007172346115112305
10000,3.1219999999999999,0.0195927,0.015381574630737305
100000,3.1465999999999998,0.00500735,0.030423402786254883
1000000,3.1392440000000001,0.00234865,0.2222137451171875
100000000,3.1415386399999998,5.40136e-05,24.962364673614502
1000000000,3.1415366320000002,5.60216e-05,240.23493719100952
10000000000,3.1415596148005074,3.30388e-05,347.7926700115204
100000000000,3.1415453553218846,4.72983e-05,305.33651900291443
