N,pi_value,error_value,time
10,3.6000000000000001,0.458407,0.0036361217498779297
100,3.0400000000000000,0.101593,0.002458810806274414
1000,3.2200000000000002,0.0784073,0.002357959747314453
10000,3.1488000000000000,0.00720735,0.00255584716796875
100000,3.1452399999999998,0.00364735,0.004258871078491211
1000000,3.1422240000000001,0.000631346,0.015102863311767578
100000000,3.1417017600000001,0.000109106,0.852794885635376
1000000000,3.1416696800000001,7.70264e-05,8.432103872299194
10000000000,3.1415963818892578,3.7283e-06,11.95200514793396
100000000000,3.1415597003505136,3.29532e-05,228.37182021141052
